NAMN,ÅLDER_PÅ_VALDAGEN,KÖN,PARTIBETECKNING,PARTIFÖRKORTNING
Alexander Franzén,25,M,Miljöpartiet de gröna,MP
Maria Jessen,25,K,Miljöpartiet de gröna,MP
Mikael Lindquist,46,M,Miljöpartiet de gröna,MP
Maria Granberg,50,K,Miljöpartiet de gröna,MP
Markus Aarflot,31,M,Miljöpartiet de gröna,MP
Elias Ytterbrink,33,M,Miljöpartiet de gröna,MP
Anna Hansson,48,K,Miljöpartiet de gröna,MP
Tina Wallenius,53,K,Miljöpartiet de gröna,MP
Nicklas Attefjord,48,M,Miljöpartiet de gröna,MP
Bengt Vänerhall,38,M,Miljöpartiet de gröna,MP
Merete Kapstad,61,K,Miljöpartiet de gröna,MP
Mikael Malm,71,M,Miljöpartiet de gröna,MP
Karin Haldorsdotter-Lindqvist,35,K,Miljöpartiet de gröna,MP
Johan Thunberg,29,M,Miljöpartiet de gröna,MP
Thereze Almström,51,K,Miljöpartiet de gröna,MP
Bosse Parbring,55,M,Miljöpartiet de gröna,MP
Erik Mägi,45,M,Miljöpartiet de gröna,MP
Karl Johan Nordensten,38,M,Miljöpartiet de gröna,MP
Marie Louise Sandström,53,K,Moderaterna,M
Anneli Rhedin,57,K,Moderaterna,M
Hakan Önal,49,M,Moderaterna,M
Hanna Friberg,27,K,Moderaterna,M
Toni Orsulic,48,M,Moderaterna,M
Carl Otto Lange,59,M,Moderaterna,M
Johan Marzelius,57,M,Moderaterna,M
Åke Björk,65,M,Moderaterna,M
David Josefsson,38,M,Moderaterna,M
Gustaf Göthberg,28,M,Moderaterna,M
Åsa Hartzell,59,K,Moderaterna,M
Sarah Ullmark,27,K,Moderaterna,M
Tobias Björk,32,M,Moderaterna,M
Margareta Broang,59,K,Moderaterna,M
Rickard Eriksson,45,M,Moderaterna,M
Bruno Tiozzo,49,M,Moderaterna,M
Marie-Louise Hänel Sandström,53,K,Moderaterna,M
Björn Tidland,59,M,Sverigedemokraterna,SD
Lena Ferm,50,K,Sverigedemokraterna,SD
Agneta Kjaerbeck,52,K,Sverigedemokraterna,SD
Håkan Lösnitz,58,M,Sverigedemokraterna,SD
Rasmus Ragnarsson,28,M,Sverigedemokraterna,SD
Birgitta Thörn,68,K,Sverigedemokraterna,SD
Krista Femrell,70,K,Sverigedemokraterna,SD
Tony Liljendahl,60,M,Sverigedemokraterna,SD
Anna Silvén,52,K,Sverigedemokraterna,SD
Marcus Lüthje,50,M,Sverigedemokraterna,SD
Yvonne Stafrén,72,K,Sverigedemokraterna,SD
Jan Hermfelt,71,M,Sverigedemokraterna,SD
Maj Karlsson,42,K,Vänsterpartiet,V
Gertrud Ingelman,69,K,Vänsterpartiet,V
Jesper Berglund,42,M,Vänsterpartiet,V
Emma Karlsson Landström,30,K,Vänsterpartiet,V
Finn Hellman,47,M,Vänsterpartiet,V
Sara Carlsson Hägglund,40,K,Vänsterpartiet,V
Adriana Aires Rastén,40,K,Vänsterpartiet,V
Thaher Pelaseyed,42,M,Vänsterpartiet,V
Annika Fägerlind,36,K,Vänsterpartiet,V
Christian Forsman,37,M,Vänsterpartiet,V
Kerstin Hultman,65,K,Vänsterpartiet,V
Tony Haddou,33,M,Vänsterpartiet,V
Daniel Carlenfors,43,M,Vänsterpartiet,V
Valter Mutt,67,M,Vänsterpartiet,V
Frida Tånghag,33,K,Vänsterpartiet,V
Jennifer Merelaid Hankins,37,K,Vänsterpartiet,V
Hannah Klang,39,K,Vänsterpartiet,V
Erik Helgeson,39,M,Vänsterpartiet,V
Babak Khosravi,53,M,Vänsterpartiet,V
Jenny Broman,45,K,Vänsterpartiet,V
Sebastian Rinvall,34,M,Vänsterpartiet,V
Kenneth G Forslund,55,M,Arbetarepartiet-Socialdemokraterna,S
Isabelle Asadian Strandman,29,K,Arbetarepartiet-Socialdemokraterna,S
Ronnie Bryngelsson,55,M,Arbetarepartiet-Socialdemokraterna,S
Ulrika Winblad,52,K,Arbetarepartiet-Socialdemokraterna,S
Kristian Hermansson,38,M,Arbetarepartiet-Socialdemokraterna,S
Renée Bengtsson,57,K,Arbetarepartiet-Socialdemokraterna,S
Jonas Andersson,45,M,Arbetarepartiet-Socialdemokraterna,S
Ida Melin,35,K,Arbetarepartiet-Socialdemokraterna,S
Johnny Sundling,43,M,Arbetarepartiet-Socialdemokraterna,S
Kristin Arplöw,53,K,Arbetarepartiet-Socialdemokraterna,S
Jon Haraldsson,42,M,Arbetarepartiet-Socialdemokraterna,S
Aylin Fazelian,30,K,Arbetarepartiet-Socialdemokraterna,S
Rosalie Sanyang,74,K,Arbetarepartiet-Socialdemokraterna,S
Johnny Alexandersson,49,M,Arbetarepartiet-Socialdemokraterna,S
Ingela Rossi,63,K,Arbetarepartiet-Socialdemokraterna,S
Stefan Gustafsson,53,M,Arbetarepartiet-Socialdemokraterna,S
Alexandra Degerborg Wijk,40,K,Arbetarepartiet-Socialdemokraterna,S
Jerry Johansson,62,M,Arbetarepartiet-Socialdemokraterna,S
Lena Orstadius,35,K,Arbetarepartiet-Socialdemokraterna,S
Sebastian Aronsson,40,M,Arbetarepartiet-Socialdemokraterna,S
Kajsa Lackovic,38,K,Arbetarepartiet-Socialdemokraterna,S
Jesper Eneroth,27,M,Arbetarepartiet-Socialdemokraterna,S
Joakim Järrebring,46,M,Arbetarepartiet-Socialdemokraterna,S
Emma Lennholm,42,K,Arbetarepartiet-Socialdemokraterna,S
Paula Örn,44,K,Arbetarepartiet-Socialdemokraterna,S
Patrik Linde,42,M,Arbetarepartiet-Socialdemokraterna,S
Katarina Bosetti Kristoffersson,43,K,Arbetarepartiet-Socialdemokraterna,S
Anton César,42,M,Arbetarepartiet-Socialdemokraterna,S
Elpida Georgitsi,38,K,Arbetarepartiet-Socialdemokraterna,S
Ludwig Andréasson,23,M,Arbetarepartiet-Socialdemokraterna,S
Yvonne Norlén,54,K,Centerpartiet,C
Linda-Maria Hermansson,45,K,Centerpartiet,C
Emelie Frost,43,K,Centerpartiet,C
Daniel Tisell,54,M,Centerpartiet,C
Heidi Hankanen Ängberg,42,K,Centerpartiet,C
Turan Aliyev,39,M,Centerpartiet,C
Johan Blixth,41,M,Centerpartiet,C
Jessika Loftbring,38,K,Centerpartiet,C
Ali Said,33,M,Centerpartiet,C
Ronny Sjöberg,55,M,Centerpartiet,C
Åsa Orréus,44,K,Centerpartiet,C
Alexandra Stenlund,26,K,Centerpartiet,C
Maria Aras,49,K,Centerpartiet,C
Tony Wahl,62,M,Centerpartiet,C
Robert Linder Blomberg,31,M,Centerpartiet,C
Ove Wiktorsson,57,M,Centerpartiet,C
Aida Karimli,38,K,Centerpartiet,C
Anna Blomberg,38,K,Centerpartiet,C
Robert Mattsson,70,M,Centerpartiet,C
Jörgen Andersson,57,M,Centerpartiet,C
Maria Kornevik Jakobsson,69,K,Centerpartiet,C
Hugo Peterson,20,M,Centerpartiet,C
Ulrika Engmér Sandström,49,K,Centerpartiet,C
Nedžad Deumic,34,M,Kristdemokraterna,KD
Gun-Marie Daun,63,K,Kristdemokraterna,KD
Adam F Laurén,55,M,Kristdemokraterna,KD
Miriam Lilja,27,K,Kristdemokraterna,KD
Håkan Eriksson,64,M,Kristdemokraterna,KD
Lennart Borgvall,46,M,Kristdemokraterna,KD
Eva Wallin,55,K,Kristdemokraterna,KD
Christian Eberstein,51,M,Kristdemokraterna,KD
Ilona Waern,62,K,Kristdemokraterna,KD
Jonas Hilmersson,51,M,Kristdemokraterna,KD
Jenny Holf,39,K,Kristdemokraterna,KD
Carina Wallhult,58,K,Kristdemokraterna,KD
Ingemar Porsefeldt,56,M,Kristdemokraterna,KD
Anders Spånér,65,M,Kristdemokraterna,KD
Lady France Mulumba,45,K,Kristdemokraterna,KD
Claes-Anders Bengtsson,69,M,Kristdemokraterna,KD
Isak Strömblad,26,M,Kristdemokraterna,KD
Anders Karlsson,42,M,Kristdemokraterna,KD
Adam Jansson,30,M,Kristdemokraterna,KD
Anders Midby,58,M,Kristdemokraterna,KD
Rose-Marie Fihn,73,K,Liberalerna (tidigare Folkpartiet),L
Holger Andersson,66,M,Liberalerna (tidigare Folkpartiet),L
Gun Alexandersson Malm,58,K,Liberalerna (tidigare Folkpartiet),L
Kimmo Tuomaala,44,M,Liberalerna (tidigare Folkpartiet),L
Urban Jemtsjö,77,M,Liberalerna (tidigare Folkpartiet),L
Erik Söderberg,66,M,Liberalerna (tidigare Folkpartiet),L
Mathias Söderblom,39,M,Liberalerna (tidigare Folkpartiet),L
Pierre Rehnlund,73,M,Liberalerna (tidigare Folkpartiet),L
Berat Rushiti,33,M,Liberalerna (tidigare Folkpartiet),L
Elin Andersson,40,K,Liberalerna (tidigare Folkpartiet),L
David Dinsdale,37,M,Liberalerna (tidigare Folkpartiet),L
Lisbeth Svensson,63,K,Liberalerna (tidigare Folkpartiet),L
Martin Johansen,51,M,Liberalerna (tidigare Folkpartiet),L
Anna-Lisa Hellsing,86,K,Liberalerna (tidigare Folkpartiet),L
Erik Edlund,55,M,Liberalerna (tidigare Folkpartiet),L
Mosa Roshanghias,62,M,Miljöpartiet de gröna,MP
Katarina Kuzmanovic,47,K,Miljöpartiet de gröna,MP
Carl Forsberg,45,M,Miljöpartiet de gröna,MP
Karin Olsson,48,K,Miljöpartiet de gröna,MP
Boel Lanne,72,K,Miljöpartiet de gröna,MP
My Högfeldt,34,K,Miljöpartiet de gröna,MP
Axel Andersson,27,M,Miljöpartiet de gröna,MP
Roland Wanner,70,M,Miljöpartiet de gröna,MP
Agnes Tillberg,19,K,Miljöpartiet de gröna,MP
Jacob Andréas,39,M,Miljöpartiet de gröna,MP
Ulrika Frick,52,K,Miljöpartiet de gröna,MP
Göran Larsson,54,M,Miljöpartiet de gröna,MP
Jens Jönsson,34,M,Miljöpartiet de gröna,MP
Fredrik Ängdervik,47,M,Miljöpartiet de gröna,MP
Amanda Andersson,29,K,Miljöpartiet de gröna,MP
Mattias Månsson,47,M,Miljöpartiet de gröna,MP
Anton Abrahamsson,51,M,Miljöpartiet de gröna,MP
Marie Strid,59,K,Miljöpartiet de gröna,MP
Irma Kukuljac,28,K,Moderaterna,M
Wouter Fortgens,64,M,Moderaterna,M
Inga-Lill Hast,68,K,Moderaterna,M
Rita Paparizou,48,K,Moderaterna,M
Anders Holmensköld,54,M,Moderaterna,M
Mikael Berglund,50,M,Moderaterna,M
Rolf Andersson,48,M,Moderaterna,M
Samuel Kaufman,36,M,Moderaterna,M
Dennis Alvdén,25,M,Moderaterna,M
Thomas Alpner,57,M,Moderaterna,M
Ellen Juntti,63,K,Moderaterna,M
Mikael Johannison,62,M,Moderaterna,M
Ida Ernestson,42,K,Moderaterna,M
Andreas Rydbo,48,M,Moderaterna,M
Douglas Thisell,73,M,Moderaterna,M
Lars Carlsson,61,M,Moderaterna,M
Ingela Ferneborg,62,K,Moderaterna,M
Kristian Vramsten,63,M,Moderaterna,M
Johanna Rantsi,32,K,Moderaterna,M
Viktor Lundblad,26,M,Moderaterna,M
Daniel Filipsson,46,M,Moderaterna,M
Angela Fast Torstensson,50,K,Moderaterna,M
Oliver Andersson,22,M,Moderaterna,M
Jennie Wernäng,37,K,Moderaterna,M
Anna Vedin,56,K,Moderaterna,M
Rashid Farivar,40,M,Sverigedemokraterna,SD
Timothy Tréville,60,M,Sverigedemokraterna,SD
Lena Camp,47,K,Sverigedemokraterna,SD
Jim Lundgren,54,M,Sverigedemokraterna,SD
Peter Arvidsson,48,M,Sverigedemokraterna,SD
Frej Dristig,40,M,Sverigedemokraterna,SD
Christina Svensson,42,K,Sverigedemokraterna,SD
Gunilla Gomér,62,K,Sverigedemokraterna,SD
Jennifer Svedenborg,42,K,Sverigedemokraterna,SD
Victoria Dahlqvist,43,K,Sverigedemokraterna,SD
Lennart Jonsson,65,M,Sverigedemokraterna,SD
Thord Jansson,58,M,Sverigedemokraterna,SD
Jessica Wetterling,35,K,Vänsterpartiet,V
Åsa Garberg,53,K,Vänsterpartiet,V
Göran Billvall,79,M,Vänsterpartiet,V
Stina Roempke,49,K,Vänsterpartiet,V
Björn Mattsson,68,M,Vänsterpartiet,V
Maria Adrell,58,K,Vänsterpartiet,V
Jan Alexandersson,68,M,Vänsterpartiet,V
Lisa Gustafsson,39,K,Vänsterpartiet,V
John Edström,30,M,Vänsterpartiet,V
Hannah Nyman,29,K,Vänsterpartiet,V
Andreas Antelid,44,M,Vänsterpartiet,V
Martin Lindberg,38,M,Vänsterpartiet,V
Vasvija Licina-Medic,55,K,Vänsterpartiet,V
Mats Nilsson,67,M,Vänsterpartiet,V
Ingmarie Torstensson,60,K,Vänsterpartiet,V
Bosse Karlsson,71,M,Vänsterpartiet,V
Anna Eriksson,54,K,Vänsterpartiet,V
Karin Berg,36,K,Vänsterpartiet,V
Jerker Halling,72,M,Vänsterpartiet,V
Annika Åberg Darell,55,K,Vänsterpartiet,V
Linda Holmer Nordlund,46,K,Vänsterpartiet,V
Joakim Ramberg,59,M,Vänsterpartiet,V
Anette Holgersson,65,K,Vänsterpartiet,V
Erik Andreasson,32,M,Vänsterpartiet,V
Alma Sibrian,58,K,Vänsterpartiet,V
Sven Engdahl,66,M,Vänsterpartiet,V
Paula Holmqvist,58,K,Arbetarepartiet-Socialdemokraterna,S
Morgan Vendel,48,M,Arbetarepartiet-Socialdemokraterna,S
Marielle Stenström,38,K,Arbetarepartiet-Socialdemokraterna,S
Oskar Josefsson,31,M,Arbetarepartiet-Socialdemokraterna,S
Maria Bertilsson Sandin,56,K,Arbetarepartiet-Socialdemokraterna,S
Michael Melby,52,M,Arbetarepartiet-Socialdemokraterna,S
Jenny Jansson,44,K,Arbetarepartiet-Socialdemokraterna,S
Elliot Blixt,18,M,Arbetarepartiet-Socialdemokraterna,S
Kerstin Fredriksson,68,K,Arbetarepartiet-Socialdemokraterna,S
Joakim Sjöling,47,M,Arbetarepartiet-Socialdemokraterna,S
Monica Hanson,64,K,Arbetarepartiet-Socialdemokraterna,S
Mats Wiking,60,M,Arbetarepartiet-Socialdemokraterna,S
Blerand Haliti,37,M,Arbetarepartiet-Socialdemokraterna,S
Liza Kettil,43,K,Arbetarepartiet-Socialdemokraterna,S
Tommy Lerman,64,M,Arbetarepartiet-Socialdemokraterna,S
Solveig Nettelbo,73,K,Arbetarepartiet-Socialdemokraterna,S
Mussa Selim,44,M,Arbetarepartiet-Socialdemokraterna,S
Jennie Olsson-Örn,43,K,Arbetarepartiet-Socialdemokraterna,S
Per Erik Norlin,66,M,Arbetarepartiet-Socialdemokraterna,S
Anna-Lena Heydar,60,K,Arbetarepartiet-Socialdemokraterna,S
Gerardo Alas,53,M,Arbetarepartiet-Socialdemokraterna,S
Sabina Dharsani,24,K,Arbetarepartiet-Socialdemokraterna,S
Louise Thunström,49,K,Arbetarepartiet-Socialdemokraterna,S
Jonas Nilsson,34,M,Arbetarepartiet-Socialdemokraterna,S
Jonathan Svensson,22,M,Arbetarepartiet-Socialdemokraterna,S
Sofia Andersson Dharsani,27,K,Arbetarepartiet-Socialdemokraterna,S
Kent Hansson,58,M,Arbetarepartiet-Socialdemokraterna,S
Louise Åsenfors,49,K,Arbetarepartiet-Socialdemokraterna,S
Per Eriksson,53,M,Arbetarepartiet-Socialdemokraterna,S
Therése Mancini,43,K,Arbetarepartiet-Socialdemokraterna,S
Tobias Bernhardsson,30,M,Centerpartiet,C
Henry Bäckström,81,M,Centerpartiet,C
Sofia Lindholm,44,K,Centerpartiet,C
Zinab Parnian Khoiyeganeh,58,K,Centerpartiet,C
Morgan E Andersson,60,M,Centerpartiet,C
Andreas Hansson,33,M,Centerpartiet,C
Mattias Johansson,53,M,Centerpartiet,C
Lars-Göran Sunesson,53,M,Centerpartiet,C
Linn Nielsen,25,K,Centerpartiet,C
Peter Kristensson,38,M,Centerpartiet,C
Olof Börjesson,64,M,Centerpartiet,C
Kenneth Gustavsson,54,M,Centerpartiet,C
Peter Heie,56,M,Centerpartiet,C
Åsa Edvardsson,60,K,Centerpartiet,C
Linda Höder-Stenegren,47,K,Centerpartiet,C
Per Jonsson,66,M,Centerpartiet,C
Erik Norderby,38,M,Centerpartiet,C
Nina Andersson,59,K,Centerpartiet,C
Roger Wallentin,62,M,Centerpartiet,C
Jannice Larsson,51,K,Centerpartiet,C
Yusuf Abdullahi,30,M,Centerpartiet,C
Mikael Arvemark,39,M,Centerpartiet,C
Erik Sandberg,49,M,Centerpartiet,C
Bo Carlsson,72,M,Centerpartiet,C
Ann-Marie Olofsson,68,K,Centerpartiet,C
Tuulikki Hedlund,54,K,Centerpartiet,C
Andreas Brage,39,M,Centerpartiet,C
Kent Almkvist,70,M,Centerpartiet,C
Michael Gustafsson,55,M,Centerpartiet,C
Jenny Fyrlund,61,K,Centerpartiet,C
Mikaëla Thorén,54,K,Centerpartiet,C
Fabian Andersson,25,M,Centerpartiet,C
Karl-Erik Andreasson,70,M,Centerpartiet,C
Jerker Johansson,67,M,Centerpartiet,C
Johanna Jonäng,18,K,Centerpartiet,C
Mats Andersson,52,M,Centerpartiet,C
Marie-Therese Harfouche,60,K,Centerpartiet,C
Henrik Jansson,45,M,Centerpartiet,C
Karolina Aronsson Tisell,42,K,Centerpartiet,C
Sandra Fransson,40,K,Kristdemokraterna,KD
Magnus Ekström,58,M,Kristdemokraterna,KD
Dana Roman Blomster,43,K,Kristdemokraterna,KD
Fredrik Olsson,50,M,Kristdemokraterna,KD
Christina Nilsson,50,K,Kristdemokraterna,KD
Robert Yngve,55,M,Kristdemokraterna,KD
Maria Nilsson,55,K,Kristdemokraterna,KD
Hans-Carl Carlson,59,M,Kristdemokraterna,KD
Camilla Hermansson,47,K,Kristdemokraterna,KD
Alexander Weinehall,69,M,Kristdemokraterna,KD
Anette Taimory,56,K,Kristdemokraterna,KD
Carl Olehäll,30,M,Kristdemokraterna,KD
Birgitta Hellsten,36,K,Kristdemokraterna,KD
Anibal Rojas Jorquera,39,M,Kristdemokraterna,KD
Paula Törnqvist,46,K,Kristdemokraterna,KD
Anna-Greta Strömberg,76,K,Kristdemokraterna,KD
Clarence Holgersson,61,M,Kristdemokraterna,KD
Tommy Olsson,68,M,Kristdemokraterna,KD
Eva-Lena Lundin,52,K,Kristdemokraterna,KD
Kent Kihl,78,M,Kristdemokraterna,KD
Ricky Karlsson,41,M,Kristdemokraterna,KD
Kerstin Karlsson,71,K,Liberalerna (tidigare Folkpartiet),L
Rolf Jonsson,70,M,Liberalerna (tidigare Folkpartiet),L
Bibbi Aspmark Henriksson,76,K,Liberalerna (tidigare Folkpartiet),L
Michael Sandberg,56,M,Liberalerna (tidigare Folkpartiet),L
Lena Hesselroth,56,K,Liberalerna (tidigare Folkpartiet),L
Hans-Robert Hansson,50,M,Liberalerna (tidigare Folkpartiet),L
Seija Wistbacka,66,K,Liberalerna (tidigare Folkpartiet),L
Thomas Högberg,62,M,Liberalerna (tidigare Folkpartiet),L
Britt-Marie Didriksson-Burcher,65,K,Liberalerna (tidigare Folkpartiet),L
Jan Carlstein,67,M,Liberalerna (tidigare Folkpartiet),L
Peter Stenberg,67,M,Liberalerna (tidigare Folkpartiet),L
Emma Jakobsson,77,K,Liberalerna (tidigare Folkpartiet),L
Anders Castberger,72,M,Liberalerna (tidigare Folkpartiet),L
Mette Johansson,45,K,Liberalerna (tidigare Folkpartiet),L
Ingo Asplund,56,M,Liberalerna (tidigare Folkpartiet),L
Karin Blomstrand,65,K,Liberalerna (tidigare Folkpartiet),L
Mikael Sternemar,59,M,Liberalerna (tidigare Folkpartiet),L
Lena Högfelt,50,K,Liberalerna (tidigare Folkpartiet),L
Lars Tysklind,69,M,Liberalerna (tidigare Folkpartiet),L
Elsy Lundberg Östrand,80,K,Liberalerna (tidigare Folkpartiet),L
Christian Haneson,62,M,Liberalerna (tidigare Folkpartiet),L
Martin Eklund,52,M,Liberalerna (tidigare Folkpartiet),L
Thony Andreasson Aderum,34,M,Miljöpartiet de gröna,MP
Karla Valdivieso,34,K,Miljöpartiet de gröna,MP
Yngve Johansson,51,M,Miljöpartiet de gröna,MP
Tina Ehn,62,K,Miljöpartiet de gröna,MP
Hans-Joachim Isenheim,66,M,Miljöpartiet de gröna,MP
Lisbeth Vestlund,61,K,Miljöpartiet de gröna,MP
Jonas Sjöblom,54,M,Miljöpartiet de gröna,MP
Bengt Bivrin,65,M,Miljöpartiet de gröna,MP
Mikael Nilsson,45,M,Miljöpartiet de gröna,MP
Annatora Huss,44,K,Miljöpartiet de gröna,MP
Per Midtvedt,62,M,Miljöpartiet de gröna,MP
Marika Isetorp,53,K,Miljöpartiet de gröna,MP
AnnaSofia Alexandersson,32,K,Miljöpartiet de gröna,MP
Kirsti Marie Aasum,52,K,Miljöpartiet de gröna,MP
Charlotte Karlberg,65,K,Miljöpartiet de gröna,MP
Johan Söderpalm,69,M,Miljöpartiet de gröna,MP
Lotta Robertsson Harén,48,K,Miljöpartiet de gröna,MP
Marlene Esbjörnsdotter Midtvedt,40,K,Miljöpartiet de gröna,MP
Esther O'Hara,63,K,Miljöpartiet de gröna,MP
Eva Abrahamsson,58,K,Moderaterna,M
David Bertilsson,35,M,Moderaterna,M
Fredrik Eneroth,18,M,Moderaterna,M
Linda Jansson,53,K,Moderaterna,M
Henrik Nilsson,41,M,Moderaterna,M
Philip Nordqvist,36,M,Moderaterna,M
Anders Arnell,72,M,Moderaterna,M
Peter Håkansson,65,M,Moderaterna,M
Mattias Furskog,52,M,Moderaterna,M
Piotr Gabrys,50,M,Moderaterna,M
Ann-Sofie Alm,50,K,Moderaterna,M
Cecilia Gustafsson,50,K,Moderaterna,M
Henrik Sundström,49,M,Moderaterna,M
Lena Eckerbom Wendel,53,K,Moderaterna,M
Ludwig Mossberg,27,M,Moderaterna,M
Carin Ramneskär,69,K,Moderaterna,M
Jennie Bergius Eriksson,40,K,Moderaterna,M
Christoffer Rungberg,33,M,Moderaterna,M
Ulf Rexefjord,55,M,Sverigedemokraterna,SD
Anne Kaye,61,K,Sverigedemokraterna,SD
Mattias Gustafsson,38,M,Sverigedemokraterna,SD
Christoffer Zakariasson,44,M,Sverigedemokraterna,SD
Anders Strand,55,M,Sverigedemokraterna,SD
Lena Mjörnell,51,K,Sverigedemokraterna,SD
Terje Skaarnes,50,M,Sverigedemokraterna,SD
Mathias Ohlsson,50,M,Sverigedemokraterna,SD
Mathias Johansson,50,M,Sverigedemokraterna,SD
Jörgen Andersson,56,M,Sverigedemokraterna,SD
Elin Segerlind,36,K,Vänsterpartiet,V
Erik Järvelä,28,M,Vänsterpartiet,V
Ida Hildingsson,37,K,Vänsterpartiet,V
Pål Magnussen,63,M,Vänsterpartiet,V
Petra Larsson,48,K,Vänsterpartiet,V
Vibs Sohlberg,67,K,Vänsterpartiet,V
Marcus Brander,40,M,Vänsterpartiet,V
Göran Alexandersson,45,M,Vänsterpartiet,V
Anya Wrigman,59,K,Vänsterpartiet,V
Gunilla Eitrem,48,K,Vänsterpartiet,V
Sten Brodén,72,M,Vänsterpartiet,V
Fahimeh Nordborg,64,K,Vänsterpartiet,V
David Höglund-Velasquez,32,M,Vänsterpartiet,V
Kerstin Joelsson-Wallsby,64,K,Vänsterpartiet,V
Stellan Nilsson,64,M,Vänsterpartiet,V
Elise Norberg Pilhem,69,K,Vänsterpartiet,V
Peter Olsson,41,M,Vänsterpartiet,V
Helena Klar Fast,59,K,Vänsterpartiet,V
Petter Löberg,54,M,Arbetarepartiet-Socialdemokraterna,S
Nikolas Mallek,35,M,Arbetarepartiet-Socialdemokraterna,S
Lisa Dahlberg,38,K,Arbetarepartiet-Socialdemokraterna,S
Ronny Norrman,52,M,Arbetarepartiet-Socialdemokraterna,S
Madde Lind,54,K,Arbetarepartiet-Socialdemokraterna,S
Ernad Suntic,40,M,Arbetarepartiet-Socialdemokraterna,S
Emelie Nilsson,36,K,Arbetarepartiet-Socialdemokraterna,S
Per Carlsson,45,M,Arbetarepartiet-Socialdemokraterna,S
Linda Ikatti,50,K,Arbetarepartiet-Socialdemokraterna,S
Leif Dahl,58,M,Arbetarepartiet-Socialdemokraterna,S
Carina Fredriksen,59,K,Arbetarepartiet-Socialdemokraterna,S
Jessica Rodén,45,K,Arbetarepartiet-Socialdemokraterna,S
Håkan Andersson,52,M,Arbetarepartiet-Socialdemokraterna,S
Marielle Palm,52,K,Arbetarepartiet-Socialdemokraterna,S
Andreas Ståhl,33,M,Arbetarepartiet-Socialdemokraterna,S
Sara Andersson,45,K,Arbetarepartiet-Socialdemokraterna,S
Dag Forsström,68,M,Arbetarepartiet-Socialdemokraterna,S
Peter Rosholm,64,M,Arbetarepartiet-Socialdemokraterna,S
Therése Björklund,28,K,Arbetarepartiet-Socialdemokraterna,S
Tony Willner,51,M,Arbetarepartiet-Socialdemokraterna,S
Eva-Karin Haglund,66,K,Arbetarepartiet-Socialdemokraterna,S
Mats Palm,61,M,Arbetarepartiet-Socialdemokraterna,S
Patrik Harrysson,47,M,Arbetarepartiet-Socialdemokraterna,S
Carina Svensson,57,K,Arbetarepartiet-Socialdemokraterna,S
Stefan Brunander,58,M,Centerpartiet,C
Christoffer Andersson,30,M,Centerpartiet,C
Ellen Rickeberg,20,K,Centerpartiet,C
Karin Ljungdahl,50,K,Centerpartiet,C
Eva-Karin Torhem Arnell,56,K,Centerpartiet,C
Agneta Andersson,59,K,Centerpartiet,C
Lennart Haglund,62,M,Centerpartiet,C
Alva Nilsson,20,K,Centerpartiet,C
Markus Bylander,48,M,Centerpartiet,C
Emma Blomdahl Wahlberg,32,K,Centerpartiet,C
Elin Andersson,26,K,Centerpartiet,C
Torbjörn Edgren,58,M,Centerpartiet,C
Sofia Wik,37,K,Centerpartiet,C
Veronica Nilsson,51,K,Centerpartiet,C
Johnny Carlsson,67,M,Centerpartiet,C
Thed Henriksson,42,M,Centerpartiet,C
Liselotte Andersson,68,K,Centerpartiet,C
Leif Sternfeldt,64,M,Centerpartiet,C
Anders Lennermo,65,M,Centerpartiet,C
Maj-Britt Eckerström,63,K,Centerpartiet,C
Kerstin Hermansson,62,K,Centerpartiet,C
Håkan Eriksson,50,M,Centerpartiet,C
Bengt Hilmersson,55,M,Centerpartiet,C
Oscar Dahl,25,M,Centerpartiet,C
Eva Johansson,63,K,Centerpartiet,C
Roland Karlsson,62,M,Centerpartiet,C
Helena Ruderfors,49,K,Centerpartiet,C
Mikael Dahl,50,M,Centerpartiet,C
Helena Ishizaki,34,K,Kristdemokraterna,KD
Frida Edberg,39,K,Kristdemokraterna,KD
Nicolette Nadj,31,K,Kristdemokraterna,KD
Åsa Hallberg,54,K,Kristdemokraterna,KD
Ingemar Kihlström,56,M,Kristdemokraterna,KD
Fredrik Skott,51,M,Kristdemokraterna,KD
ChrisTina Yngvesson,72,K,Kristdemokraterna,KD
Eivor Carlsson,74,K,Kristdemokraterna,KD
Fredrik Svensson,55,M,Kristdemokraterna,KD
Jonathan Tellbe,34,M,Kristdemokraterna,KD
Per-Ove Ståhlbrand,56,M,Kristdemokraterna,KD
Daniel Dalén,44,M,Kristdemokraterna,KD
Stefan Hjertén,66,M,Kristdemokraterna,KD
Emil Moghaddam,23,M,Kristdemokraterna,KD
Stig Nilsson,66,M,Kristdemokraterna,KD
Anette Arvidsson,48,K,Kristdemokraterna,KD
Ulrika Gunnarsson,49,K,Kristdemokraterna,KD
Ove Severin,58,M,Kristdemokraterna,KD
Martin Andersson,62,M,Kristdemokraterna,KD
Jessica Strandberg,45,K,Kristdemokraterna,KD
Ruth-Marie Engström,69,K,Kristdemokraterna,KD
Magnus Sjödahl,64,M,Kristdemokraterna,KD
Niklas Arvidsson,31,M,Kristdemokraterna,KD
Emma Sutinen Andersson,39,K,Liberalerna (tidigare Folkpartiet),L
Jon Hjärne,38,M,Liberalerna (tidigare Folkpartiet),L
